UNESCO_Site;UNESCO_Category;Event_Date;Attack_Type;Distance_m;Danger_Score;Violation_Risk_Level;ACLED_Notes
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-12-31;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 31 December 2023, Ukrainian forces shot down Russian 'Shahed' drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-01-01;Air/drone strike;514.5;10;High (Negligence Risk);On 1 January 2024, Russian forces conducted drone and missile strikes on unidentified Ukrainian military-technical production facilities in and around the suburbs of Kyiv (coded to Kyiv, Kyiv City.) Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-01-03;Agreement;514.5;1;High (Negligence Risk);On 3 January 2024, 230 Ukrainian nationals were returned from Russian captivity, while 248 Russian nationals were released by Ukraine (coded to Kyiv, Kyiv City). The prisoner exchange agreement between Russia and Ukraine was negotiated by the UAE.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-01-26;Agreement;514.5;1;High (Negligence Risk);On 26 January 2024, Governments of Ukraine and Russia agreed to swap the bodies of killed soldiers (coded to Kyiv). Bodies of 77 fallen Ukrainian servicemen were returned to Ukraine in exchange for an unspecified number of killed Russian soldiers.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-01-30;Air/drone strike;514.5;10;High (Negligence Risk);On 30 January 2024, Russian Forces launched a drone strike in the area of Kyiv, Kyiv City. The fallen debris of a downed drone caused fire on a territory of an enterprise. An administrative building, a hangar and three cars were also damaged. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-01-31;Agreement;514.5;1;High (Negligence Risk);On 31 January 2024, Ukraine transferred 195 Russian POWs to Russia in exchange for the return of 207 Ukrainian POWs under the prisoner swap arrangement with Russia (coded to Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-02-06;Arrests;514.5;1;High (Negligence Risk);Around 6 February 2024 (as reported), the Security Service arrested 5 members, including a current SBU employee and former HUR and foreign intelligence agents, of a group near Kyiv, Kyiv, working in cooperation with the Russian FSB to conduct intelligence gathering about the Ukrainian military.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-02-07;Air/drone strike;514.5;10;High (Negligence Risk);On 7 February 2024, Russian air forces carried out massive missile attacks (using airborne Kh-101/Kh-555/Kh-55 launched from TU-95MC) and hit several residential areas in Kyiv (Kyiv). As a result of missile attacks, many high-rise buldings were damaged with at least 4 civilians killed and 40 more were wounded. According to additional sources, Russian forces used ship- or submarine-launched 3M22 Zircon hypersonic cruise missiles.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-02-08;Agreement;514.5;1;High (Negligence Risk);On 8 February 2024, Ukraine returned 100 Russian servicement back to Russia in exchange for 100 Ukrainian servicemen under a POW swap with Russia (coded to Kyiv City, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-02-11;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 11 February 2024, Ukrainian forces shot down 10 Russian 'Shahed-136/131' drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-02-15;Air/drone strike;514.5;10;High (Negligence Risk);On 15 February 2024, Russian Forces launched air strikes in the area of Kyiv region (coded to Kyiv, Kyiv City), damaging 21 residential houses, 9 non-residential buildings and a car. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-02-16;Agreement;514.5;1;High (Negligence Risk);On 16 February 2024, Ukraine and Russia exchanged bodies of fallen soldiers. 58 bodies of Ukrainian soldiers returned to Ukraine in exchange for 61 bodies of Russian soldiers (coded to Kyiv City, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-02-17;Disrupted weapons use;514.5;1;High (Negligence Risk);Defusal: On 17 February 2024, Ukrainian Emergency service specialists defused a remnant of an explosive element found in in the Rusanivskyi Canal in Kyiv (Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-02-25;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 25 February 2024, Ukrainian forces shot down Russian 'Shahed' drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-10;Air/drone strike;514.5;10;High (Negligence Risk);On 10 March 2024, Russian air forces carried out 'Shahed-136' drone strikes at Kyiv region (coded to Kyiv). Ukrainian forces shot down Russian drones. Private houses were damaged. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-15;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 15 March 2024, Ukrainian military forces intercepted 27 Russian kamikaze drones, some over Kyiv, Kyiv City.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-15;Agreement;514.5;1;High (Negligence Risk);On 15 March 2024, the governments of Russia and Ukraine exchanged bodies of killed soldiers (coded to Kyiv, Kyiv City). Russia returned 100 bodies of killed soldiers to Ukraine.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-17;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 17 March 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-18;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 18 March 2024, Ukrainian military forces intercepted 17 Russian drones, some over the Kyiv region (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-21;Air/drone strike;514.5;10;High (Negligence Risk);On 21 March 2024, Russian Forces launched air strikes with two Iskander-M ballistic missiles and 29 Kh-101 cruise missiles in the area of Kyiv, Kyiv City. The debris from downed Russian missiles fell on residential buildings, businesses, a kindergarten, and vehicles. At least 13 civilians were injured, including a child.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-24;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 24 March 2024, Ukrainian forces shot down Russian drones and 10 missiles, launched by 'Tu-95MC' aircraft, over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-26;Disrupted weapons use;514.5;1;High (Negligence Risk);Defusal: On 26 March 2024, State Emergency Service of Ukraine removed a warhead of a Russian rocket from a residential area in Kyiv, Kyiv City. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-29;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 29 March 2024, Ukrainian border guards shot down a Russian drone near Kyiv, Kyiv City.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-03-29;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 29 March 2024, the remains of two Russian drones crashed into civilian housing in Kyiv Oblast (coded to Kyiv, Kyiv City.) Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-04-11;Agreement;514.5;1;High (Negligence Risk);On 11 April 2024, Ukraine and Latvia signed a security agreement (coded to Kyiv, Kyiv City). Latvia agreed to support Ukraine's cyber defense, demining, drone capabilities as well as Ukraine's integration in NATO and EU.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-04-23;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 23 April 2024, Ukrainian forces engaged Russian Shahed drones above Kyiv Oblast (coded to Kyiv, Kyiv City.)
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-04-26;Agreement;514.5;1;High (Negligence Risk);On 26 April 2024, Ukraine arranged the return of 140 bodies of Ukrainian soldiers in exchange for 36 bodies of Russian soldiers (coded to Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-04-28;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 28 April 2024, Ukrainian forces shot down a Russian drone over Kyiv City (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-05-06;Disrupted weapons use;514.5;1;High (Negligence Risk);Defusal: On 6 May 2024, State Emergency Service of Ukraine defused a warhead of Kh-69 missile of Russian Forces that landed in the Holosiiv National Nature Park in Kyiv city on a previous, unspecified date. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-05-07;Disrupted weapons use;514.5;1;High (Negligence Risk);Defusal: On 7 May 2024, the State Emergency Service of Ukraine successfully defused the warhead of Kh-69 missile, previously downed by air defense in Kyiv. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-05-08;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 8 May 2024, Ukrainian military forces intercepted Russian airborne missiles over the Kyiv region (coded to Kyiv, Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-05-08;Disrupted weapons use;514.5;1;High (Negligence Risk);Weapons seizure: On 8 May 2024, the Security Service seized an explosive device from men trying to plant it near a car near a construction hypermarket in the city of Kyiv. The men were part of a group of 4 Ukrainians coordinated by a GRU agent who planned explosions at three hypermarkets in Kyiv and Lviv. The SBU seized 16 explosive devices in Kyiv and four more in Lviv, as another explosion was to take place in February 2024 in Lviv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-05-13;Air/drone strike;514.5;10;High (Negligence Risk);On 13 May 2024, Russian forces carried out a drone attack on Kyiv region (coded to Kyiv, Kyiv region). Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-05-14;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 14 May 2024, Ukrainian Forces shot down Shahed-131/136 drones of Russian Forces in the area of Kyiv region (coded to Kyiv, Kyiv City). No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-05-19;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 19 May 2024, Ukrainian forces shot down Russian drones over Kyiv City region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-05-30;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 30 May 2024, Russian Forces launched Shahed-136/131 drones and Kh-101/Kh-555 missiles on targets in Ukraine. Some of the drones and missiles were intercepted by Ukrainian Forces in Kyiv region (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-05-31;Agreement;514.5;1;High (Negligence Risk);On 31 May 2024, Ukrainian government achieved an agreement to return 75 Ukrainian prisoners of war and 212 bodies of Ukrainian soldiers in exchange for 75 Russian soldiers and unspecified number of bodies of Russian soldiers (coded to Kyiv, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-06-02;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 2 June 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-06-12;Air/drone strike;514.5;10;High (Negligence Risk);On 12 June 2024, Russian drones and air-based missiles, some with cluster munition, struck the Kyiv region and Kyiv, Kyiv City. The Ukrainian military intercepted all the targets, but their debris caused fire at 2 infrastructural objects. A civilian was wounded.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-06-14;Agreement;514.5;1;High (Negligence Risk);On 14 June 2024, Ukraine and Russia exchanged bodies of fallen soldiers. 254 bodies of Ukrainian soldiers returned to Ukraine (coded to Kyiv City, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-06-14;Air/drone strike;514.5;10;High (Negligence Risk);On 14 June 2024, Russian forces conducted a drone strike at Kyiv region (coded to Kyiv, Kyiv region). As a result of falling debris in one of the areas, a grass floor caught fire. The fire was promptly extinguished. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-06-23;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 23 June 2024, Ukrainian forces shot down 2 Russian 'Kalibr' missiles, launched by Russian warships over Kyiv region (coded to Kyiv). No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-06-25;Agreement;514.5;1;High (Negligence Risk);On 25 June 2024, Ukraine and Russia swapped prisoners of war (coded to Kyiv, Kyiv City). 90 Ukrainian soldiers returned to Ukraine.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2024-06-28;Agreement;514.5;1;High (Negligence Risk);On 28 June 2024, as a result of prisoners exchange, 10 civilian prisoners returned to Ukraine (coded to Kyiv, Kyiv City).
