event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR235401,2022-10-04,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Ministry of Defence of Ukraine",Other,"Looting: On 4 October 2022, according to Ukrainian sources, Russian forces expropriated a number of houses and cars (along with their documents) from local residents in Russian-held Kherson city, Kherson.",0,,1755646924
UKR235402,2022-10-04,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Skadovskyi,Holoprystanska,"Hola Prystan",46.5272,32.5242,1,"Ministry of Defence of Ukraine",Other,"Looting: On 4 October 2022, according to Ukrainian sources, Russian forces expropriated a number of houses and cars (along with their documents) from local residents in Russian-held Hola Prystan, Kherson.",0,,1758048325
UKR235410,2022-10-04,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Ukraine (2019-)",,"State forces","Military Forces of Russia (2000-) Air Force",,"External/Other forces","State forces-External/Other forces",,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,"Ministry of Defence of Ukraine",Other,"Interception: On 4 October 2022, Ukrainian forces shot down 3 Russian 'Orlan-10' recon drones, some of them in the Beryslavskyi district (coded to Beryslav, Kherson). No casualties.",0,,1753955040
UKR235411,2022-10-04,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Ukraine (2019-)",,"State forces","Military Forces of Russia (2000-) Air Force",,"External/Other forces","State forces-External/Other forces",,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,2,"Ministry of Defence of Ukraine",Other,"Interception: On 4 October 2022, Ukrainian forces shot down 3 Russian 'Orlan-10' recon drones, some of them in the Mykolaivskyi district (coded to Mykolaiv, Mykolaiv). No casualties.",0,,1753955040
UKR75442,2022-10-06,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Donetsk,Kramatorskyi,Mykolaivska,Raihorodok,48.8982,37.7275,2,"24 Channel",National,"Property destruction: On 6 October 2022, Russian military forces destroyed a dam near Raihorodok, Donetsk, causing a flood in Raihorodok.",0,,1753954554
UKR235409,2022-10-06,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Ukraine (2019-)",,"State forces","Military Forces of Russia (2000-) Air Force",,"External/Other forces","State forces-External/Other forces",,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Ochakivska,Ochakiv,46.6128,31.5498,2,"Ministry of Defence of Ukraine",Other,"Interception: On 6 October 2022, in the morning, on the approach from the sea to Ochakiv, Mykolaiv region, Ukrainian air defense forces with the use of EW systems intercepted and shot down two Russian operational-tactical (recon) drones. No casualties.",0,,1753955040
UKR75440,2022-10-07,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Mariupol Communal Militia (Ukraine)",,"Identity militia","Military Forces of Russia (2000-)",,"External/Other forces","Identity militia-External/Other forces",,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.5710,1,"Novoye Vremya Ukraine",National,"Property destruction: On 7 October 2022, the Mariupol Communal Militia set fire to a building that housed Russian officers.",0,,1753954554
UKR235399,2022-10-10,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Farmers (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,"Ministry of Defence of Ukraine",Other,"Looting: On 10 October 2022, Russian forces looted an agricultural enterprise of its tractors, navigation systems (for sowing), combines, harvesters and cars in the Beryslavskyi district (coded to Beryslav, Kherson region).",0,,1753955040
UKR235400,2022-10-10,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Farmers (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Kakhovskyi,Kakhovska,Kakhovka,46.8137,33.4870,2,"Ministry of Defence of Ukraine",Other,"Looting: On 10 October 2022, Russian forces looted a local agricultural enterprise of its tractors, navigation systems (for sowing), combines, harvesters and cars in the Kakhovskyi district (coded to Kakhovka, Kherson region).",0,,1753955040
UKR76287,2022-10-12,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,"Suspilne Media",National,"Looting: Around 12 October 2022 (week of), Russian forces looted an agricultural enterprise in Beryslav district (coded to Beryslav, Kherson region), having stolen vehicles, lab equipment, household and office equipment and other property.",0,,1753954554
UKR76288,2022-10-12,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Suspilne Media",National,"Looting: Around 12 October 2022 (week of), Russian forces looted an office in Kherson, Kherson region, having stolen money, uniforms and military boots.",0,,1755646924
UKR235397,2022-10-14,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Farmers (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,"Ministry of Defence of Ukraine",Other,"Looting: On 14 October 2022, Russian forces looted an agricultural enterprise of its office items and other equipment in the Beryslav district (coded to Beryslav, Kherson region).",0,,1753955040
UKR235398,2022-10-14,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,2,"Ministry of Defence of Ukraine",Other,"Looting: On 14 October 2022, Russian forces looted an office of its money and other items in the Khersonskyi district (coded to Kherson, Kherson region).",0,,1755646924
UKR77432,2022-10-17,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Farmers (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Zaporizhia,Berdianskyi,Berdianska,Berdiansk,46.7586,36.7845,1,Inform.zp.ua,Subnational,"Looting: Around 17 October 2022, Russian forces stole and unlawfully exported grain from Berdiansk, Zaporizhia.",0,,1753954554
UKR77511,2022-10-18,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Skadovskyi,Skadovska,Skadovsk,46.1161,32.9112,2,Ukrinform,National,"Land seizure: Around 18 October 2022 (week of), Russian forces took over the territory of children's recreation camp in Skadovsk district (coded to Skadovsk, Kherson region) and prevented the owners from accessing the facility.",0,,1753954554
UKR77640,2022-10-19,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Enerhodarska,Enerhodar,47.4987,34.6574,1,061.ua,Subnational,"Looting: On 19 October 2022, Russian forces looted the property of a hotel in Enerhodar, Zaporizhia region, and transported it away.",0,,1753954554
UKR78454,2022-10-26,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Skadovskyi,Skadovska,Skadovsk,46.1161,32.9112,1,"Suspilne Media",National,"Land seizure: Around 26 October 2022 (week of), Russian forces together with local collaborants took over a hotel building in Skadovsk, Kherson region. Russian forces also seized a notarial office and confiscated its property in Skadovsk.",0,,1753954554
UKR78377,2022-10-26,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Labor Group (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Bilozerska,Bilozerka,46.6248,32.4425,1,"Suspilne Media",National,"Looting: Around 26 October 2022 (week of), Russian forces looted the veterinarian clinic in Bilozerka, Kherson region, having stolen its property and a car.",0,,1753954554
UKR78407,2022-10-26,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Suspilne Media",National,"Looting: Around 26 October 2022 (week of), Russian forces dismounted and transported away the Potyomkin's monuments in Kherson, Kherson region.",0,,1755646924
UKR78492,2022-10-27,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Health Workers (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Bilozerska,Bilozerka,46.6248,32.4425,1,"Ministry of Defence of Ukraine",Other,"Looting: On 27 October 2022, Russian military forces looted a local hospital in Bilozerka, Kherson. The medical equipment was transferred to Skadovsk and Henichesk.",0,,1753954554
UKR78866,2022-10-28,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Kherson Communal Militia (Ukraine)",,"Identity militia","Military Forces of Russia (2000-) Military Police",,"External/Other forces","Identity militia-External/Other forces",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Institute for the Study of War",Other,"Property destruction: On 28 October 2022, Ukrainian partisans set fire to a Russian military police station in Kherson City.",0,,1755646924
UKR152804,2022-10-30,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"UN HRC",Other,"Looting: Around 30 October 2022, starting at the end of October 2022 until early November 2022, Russian forces transferred cultural objects from the Kherson Regional Art Museum and archival documents from the State Archives of Kherson province in Kherson, Kherson region to the Crimea. According to estimates of staff of both institutions, over 10,000 objects from the Museum and 70 per cent of the documents from the main building of the State Archive, were removed.",0,,1755646885
UKR78868,2022-11-01,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Skadovskyi,Lazurnenska,Lazurne,46.0876,32.5267,1,"Suspilne Media",National,"Looting: Around 1 November 2022 (week of), Russian forces broke into a territory of a cafe in Lazurne, Kherson region, by an armored carrier, having damaged and stolen the cafe property and equipment.",0,,1753954577
UKR146930,2022-11-01,2022,3,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Government of Ukraine (2019-)",,"State forces","State forces-External/Other forces",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Suspilne Media",National,"Looting: Around 1 November 2022 (beginning of month), according to local sources, Russian forces looted Anatoly Platonov's painting 'Hurzuf' (along with around 10,000 other artworks) from the Kherson Art Museum in Kherson (Kherson region) and were taken to Crimea. On 7 February 2024, the painting was finally identified by museum workers as a looted artwork when it was aired on Russian state-run channels.",0,,1755646885
